Symbol,Units,Security Type,IPO Date,Exchange,Market Cap,Meger Pending?,Close,Shares,Expiration,Yield*
INAQ,Insight Acquisition Corp. Class A,Common stocks,10/25/2021,New York Stock Exchange,"$234,960,000 ",N,9.79,"24,000,000",3/24/2022,-13.790%
EDNC,Endurance Acquisition Corp. Class A,Common stocks,11/5/2021,NASDAQ Capital Market,"$196,500,000 ",Y,9.83,"20,000,000",4/4/2022,-13.835%
APTM,Alpha Partners Technology Merger Corp. Class A,Common stocks,9/17/2021,NASDAQ Capital Market,"$282,124,350 ",N,9.65,"29,115,000",2/14/2022,-13.890%
TGVC,TG Venture Acquisition Corp. Class A,Common stocks,11/22/2021,NASDAQ Global Market,"$114,303,675 ",N,9.89,"11,557,500",4/21/2022,-14.300%
SGII,Seaport Global Acquisition II Corp. Class A,Common stocks,11/30/2021,NASDAQ Global Market,"$142,600,000 ",N,9.92,"14,375,000",4/29/2022,-14.516%
BWC,Blue Whale Acquisition Corp I Class A,Common stocks,9/24/2021,NASDAQ Capital Market,"$221,608,234 ",N,9.66,"22,940,811",2/21/2022,-14.564%
AACI,Armada Acquisition Corp. I,Common stocks,11/10/2021,NASDAQ Global Market,"$203,781,480 ",Y,9.84,"20,709,500",4/9/2022,-14.634%
HWEL,Healthwell Acquisition Corp. I Class A,Common stocks,9/23/2021,NASDAQ Capital Market,"$242,750,000 ",N,9.65,"25,000,000",2/20/2022,-14.837%
TUGC,TradeUP Global Corporation - Class A,Common stocks,6/21/2021,NASDAQ Capital Market,$0 ,Y,9.25,0,11/18/2021,-16.038%
AFTR,AfterNext HealthTech Acquisition Corp. Class A,Common stocks,10/4/2021,New York Stock Exchange,"$241,000,000 ",N,9.66,"25,000,000",3/3/2022,-16.456%
APMI,AxonPrime Infrastructure Acquisition Corporation Class A,Common stocks,10/4/2021,NASDAQ Capital Market,"$144,600,000 ",N,9.66,"15,000,000",3/3/2022,-16.456%
SPAQ,Spartan Acquisition Corp. III Class A,Common stocks,10/2/2018,New York Stock Exchange,"$356,592,000 ",Y,6.46,"55,200,000",3/1/2019,-16.789%
JAQC,Jupiter Acquisition Corporation,Common stocks,10/1/2021,NASDAQ Capital Market,"$158,009,460 ",N,9.63,"16,357,087",2/28/2022,-17.290%
TOAC,Talon 1 Acquisition Corp. - Class A,Common stocks,12/30/2021,NASDAQ Global Market,"$231,150,000 ",N,10.05,"23,000,000",5/29/2022,-17.910%
WAVC,Waverley Capital Acquisition Corp. 1 Class A,Common stocks,10/11/2021,New York Stock Exchange,"$208,209,408 ",N,9.66,"21,487,039",3/10/2022,-18.101%
MBSC,M3-Brigade Acquisition III Corp. Class A,Common stocks,12/13/2021,New York Stock Exchange,"$299,400,000 ",N,9.96,"30,000,000",5/12/2022,-20.654%
BTNB,Bridgetown 2 Holdings Limited Class A,Common stocks,1/26/2021,NASDAQ Capital Market,$0 ,Y,8.33,"29,900,000",6/25/2021,-22.004%
CNDA,Concord Acquisition Corp II Class A,Common stocks,10/22/2021,New York Stock Exchange,"$270,013,990 ",N,9.65,"28,009,750",3/21/2022,-22.130%
FNVT,Finnovate Acquisition Corp. Class A,Common stocks,12/8/2021,NASDAQ Global Market,"$172,608,000 ",N,9.92,"17,400,000",5/7/2022,-24.194%
FRLA,Fortune Rise Acquisition Corporation Class A,Common stocks,12/27/2021,NASDAQ Global Market,"$129,486,713 ",N,10.05,"12,884,250",5/26/2022,-25.586%
FATP,Fat Projects Acquisition Corp Class A,Common stocks,12/3/2021,NASDAQ Global Market,"$114,988,500 ",N,9.88,"11,615,000",5/2/2022,-25.720%
ENTF,Enterprise 4.0 Technology Acquisition Corp. Class A,Common stocks,12/9/2021,NASDAQ Global Market,"$304,544,000 ",N,9.92,"30,700,000",5/8/2022,-26.393%
FHLT,Future Health ESG Corp.,Common stocks,12/8/2021,NASDAQ Capital Market,"$247,500,000 ",N,9.9,"25,000,000",5/7/2022,-30.303%
MCAG,Mountain Crest Acquisition Corp. V,Common stocks,12/2/2021,NASDAQ Global Market,"$88,814,856 ",N,9.85,"9,025,900",5/1/2022,-30.457%
FMAC,FirstMark Horizon Acquisition Corp. Class A,Common stocks,11/27/2020,New York Stock Exchange,$0 ,Y,7.5,0,4/26/2021,-30.928%
BACA,Berenson Acquisition Corp. I Class A,Common stocks,11/18/2021,New York Stock Exchange,"$267,672,300 ",N,9.73,"27,510,000",4/17/2022,-31.218%
ATSPT,Archimedes Tech SPAC Partners Co. - Subunit,Common stocks,4/14/2021,NASDAQ Capital Market,"$2,095,596,058 ",Y,8.18,"13,326,000",9/11/2021,-32.039%
DMYS,"dMY Technology Group, Inc. VI Class A",Common stocks,11/22/2021,New York Stock Exchange,"$235,462,500 ",N,9.75,"24,150,000",4/21/2022,-32.967%
HPLT,Home Plate Acquisition Corporation Class A,Common stocks,11/22/2021,NASDAQ Global Market,"$195,000,000 ",N,9.75,"20,000,000",4/21/2022,-32.967%
IPAX,Inflection Point Acquisition Corp. Class A Ordinary Share,Common stocks,11/12/2021,NASDAQ Capital Market,"$317,879,000 ",N,9.64,"32,975,000",4/11/2022,-35.379%
XFIN,ExcelFin Acquisition Corp Class A,Common stocks,12/13/2021,NASDAQ Global Market,"$228,850,000 ",N,9.93,"23,000,000",5/12/2022,-36.254%
IXAQ,IX Acquisition Corp. Class A Ordinary Share,Common stocks,11/29/2021,NASDAQ Global Market,"$224,940,000 ",N,9.78,"23,000,000",4/28/2022,-38.563%
LOCC,Live Oak Crestview Climate Acquisition Corp.,Common stocks,11/15/2021,New York Stock Exchange,"$192,600,000 ",N,9.63,"20,000,000",4/14/2022,-39.519%
HCVI,Hennessy Capital Investment Corp. VI Class A,Common stocks,11/19/2021,NASDAQ Global Market,"$329,678,865 ",N,9.67,"34,092,954",4/18/2022,-39.630%
HWKZ,Hawks Acquisition Corp,Common stocks,11/29/2021,New York Stock Exchange,"$224,250,000 ",N,9.75,"23,000,000",4/28/2022,-43.956%
PGSS,Pegasus Digital Mobility Acquisition Corp. Class A,Common stocks,12/13/2021,New York Stock Exchange,"$222,750,000 ",N,9.9,"22,500,000",5/12/2022,-51.948%
TRIS,Tristar Acquisition I Corp. Class A,Common stocks,12/6/2021,New York Stock Exchange,"$225,400,000 ",N,9.8,"23,000,000",5/5/2022,-52.478%
ARIZ,Arisz Acquisition Corp.,Common stocks,12/9/2021,NASDAQ Global Market,"$87,545,161 ",Y,9.84,"8,901,389",5/8/2022,-53.215%
AEAE,AltEnergy Acquisition Corp. Class A,Common stocks,12/13/2021,NASDAQ Global Market,"$227,240,000 ",N,9.88,"23,000,000",5/12/2022,-62.464%
NFYS,Enphys Acquisition Corp.,Common stocks,11/26/2021,New York Stock Exchange,"$331,200,000 ",N,9.6,"34,500,000",4/25/2022,-62.500%
WWAC,Worldwide Webb Acquisition Corp. Class A Ordinary Share,Common stocks,12/10/2021,NASDAQ Global Market,"$225,860,000 ",N,9.82,"23,000,000",5/9/2022,-65.988%
PPGH,Poema Global Holdings Corp.,Common stocks,2/26/2021,NASDAQ Capital Market,$0 ,Y,6.1,0,7/26/2021,-77.496%
GTAC,Global Technology Acquisition Corp. I - Class A,Common stocks,12/17/2021,NASDAQ Global Market,"$198,400,000 ",N,9.92,"20,000,000",5/16/2022,-96.774%
CDAQ,Compass Digital Acquisition Corp. Class A,Common stocks,12/6/2021,NASDAQ Global Market,"$204,333,495 ",N,9.62,"21,240,488",5/5/2022,-101.574%
NHIC,NewHold Investment Corp. II Class A,Common stocks,12/13/2021,NASDAQ Global Market,"$190,807,100 ",N,9.8,"19,490,000",5/12/2022,-104.956%
